====================================================
STARTING PROCESS Access Point
    Start time: 2025-10-01 12:30:00.022996+00:00
    Version: 2808
    Command line: ['.venv/bin/python3', '-m', 'process.access_point', '--market', 'US', '--ap', 'ARC']
====================================================
2025-10-01 12:30:17,820 - root - INFO - prometheus client http server running on http://prometheus.co
2025-10-01 12:30:17,957 - root - INFO - Initialized prometheus server.
2025-10-01 12:30:17,958 - root - INFO - Kafka publishing on topic internal_topic at brokers:9092
2025-10-01 12:30:17,971 - root - INFO - reading messages from 2025-10-01
2025-10-01 12:30:17,971 - subscription_state - INFO - Updating subscribed topics to: frozenset({'internal_topic'})
2025-10-01 12:30:17,983 - root - INFO - Kafka reading from start of day 2025-10-01 05:00:00+00:00 on topic internal_topic from brokers:9092
2025-10-01 12:30:18,527 - root - INFO - Kafka source starting for topic internal_topic at current offset 108569235534 end offset 133085825970 on servers brokers:9092
2025-10-01 12:30:25,589 - root - INFO - Kafka topic internal_topic is caught up at offset 10858223235969
2025-10-01 12:30:25,589 - root - INFO - Connecting to ARC at 124.4.4.4.4:12345
2025-10-01 12:30:25,589 - root - INFO - ARC attempting to connect to 124.4.4.4.4:12345
2025-10-01 12:30:25,590 - root - INFO - ARC connected to 124.4.4.4.4:12345
2025-10-01 12:30:25,590 - root - INFO - client connected ARC from ('127.0.0.1', 1377)
2025-10-01 14:00:45,900 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21}
2025-10-01 16:10:31,700 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 20421}
2025-10-01 16:12:15,341 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 20621}
2025-10-01 16:14:06,615 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 20821}
2025-10-01 16:15:32,671 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21021}
2025-10-01 16:17:22,828 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21221}
2025-10-01 16:19:24,107 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21421}
2025-10-01 16:21:08,169 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21621}
2025-10-01 16:23:05,033 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21821}
2025-10-01 16:24:53,285 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 22021}
2025-10-01 16:26:34,527 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 22221}
2025-10-01 16:28:42,399 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 22421}
2025-10-01 16:30:44,134 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 22621}
2025-10-01 16:32:47,261 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 22821}
2025-10-01 16:34:40,941 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 23021}
2025-10-01 16:36:32,628 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 23221}
2025-10-01 16:38:41,614 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 23421}
2025-10-01 16:40:34,572 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 23621}
2025-10-01 16:42:52,980 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 23821}
2025-10-01 16:45:07,566 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 24021}
2025-10-01 16:47:14,489 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 24221}
2025-10-01 16:49:41,215 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 24421}
2025-10-01 16:51:53,783 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 24621}
2025-10-01 16:54:25,164 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 24821}
2025-10-01 16:56:21,382 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 25021}
2025-10-01 16:59:05,753 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 25221}
2025-10-01 17:01:04,171 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 25421}
2025-10-01 17:03:41,797 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 25621}
2025-10-01 17:05:53,237 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 25821}
2025-10-01 17:08:28,812 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 26021}
2025-10-01 17:11:06,683 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 26221}
2025-10-01 17:13:44,283 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 26421}
2025-10-01 17:15:41,337 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 26621}
2025-10-01 17:18:36,023 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 26821}
2025-10-01 17:21:09,967 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 27021}
2025-10-01 17:24:05,800 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 27221}
2025-10-01 17:26:07,860 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 27421}
2025-10-01 17:28:47,777 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 27621}
2025-10-01 17:30:56,669 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 27821}
2025-10-01 17:33:57,200 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 28021}
2025-10-01 17:36:16,961 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 28221}
2025-10-01 17:38:55,978 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 28421}
2025-10-01 17:40:57,415 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 28621}
2025-10-01 17:43:19,497 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 28821}
2025-10-01 17:45:37,116 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 29021}
2025-10-01 17:47:42,032 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 29221}
2025-10-01 17:50:13,949 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 29421}
2025-10-01 17:52:09,780 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 29621}
2025-10-01 17:54:17,499 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 29821}
2025-10-01 17:56:09,269 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 30021}
2025-10-01 17:58:27,647 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 30221}
2025-10-01 18:00:37,028 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 30421}
2025-10-01 18:02:32,004 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 30621}
2025-10-01 18:04:33,961 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 30821}
2025-10-01 18:06:26,543 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 31021}
2025-10-01 18:08:35,338 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 31221}
2025-10-01 18:10:40,562 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 31421}
2025-10-01 18:12:20,943 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 31621}
2025-10-01 18:14:12,406 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 31821}
2025-10-01 18:15:45,199 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 32021}
2025-10-01 18:17:39,819 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 32221}
2025-10-01 18:19:46,550 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 32421}
2025-10-01 18:21:44,105 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 32621}
2025-10-01 18:24:09,834 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 32821}
2025-10-01 18:26:09,977 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 33021}
2025-10-01 18:28:12,072 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 33221}
2025-10-01 18:30:13,872 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 33421}
2025-10-01 18:32:01,462 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 33621}
2025-10-01 18:33:59,830 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 33821}
2025-10-01 18:35:40,191 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 34021}
2025-10-01 18:37:43,164 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 34221}
2025-10-01 18:39:52,712 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 34421}
2025-10-01 18:41:42,507 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 34621}
2025-10-01 18:43:48,763 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 34821}
2025-10-01 18:45:40,930 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 35021}
2025-10-01 18:47:30,870 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 35221}
2025-10-01 18:50:12,700 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 35421}
2025-10-01 18:52:02,511 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 35621}
2025-10-01 18:54:10,873 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 35821}
2025-10-01 18:55:47,628 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 36021}
2025-10-01 18:57:52,555 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 36221}
2025-10-01 19:00:00,436 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 36421}
2025-10-01 19:01:38,687 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 36621}
2025-10-01 19:03:42,215 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 36821}
2025-10-01 19:05:40,690 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 37021}
2025-10-01 19:07:31,408 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 37221}
2025-10-01 19:09:28,857 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 37421}
2025-10-01 19:11:19,347 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 37621}
2025-10-01 19:13:26,806 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 37821}
2025-10-01 19:15:11,514 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 38021}
2025-10-01 19:17:14,578 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 38221}
2025-10-01 19:19:23,761 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 38421}
2025-10-01 19:21:14,871 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 38621}
2025-10-01 19:23:07,633 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 38821}
2025-10-01 19:24:52,322 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 39021}
2025-10-01 19:26:44,699 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 39221}
2025-10-01 19:28:35,395 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 39421}
2025-10-01 19:30:33,371 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 39621}
2025-10-01 19:32:00,135 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 39821}
2025-10-01 19:33:04,810 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 40021}
2025-10-01 19:34:37,525 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 40221}
2025-10-01 19:35:54,746 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 40421}
2025-10-01 19:37:26,039 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 40621}
2025-10-01 19:38:40,610 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 40821}
2025-10-01 19:40:01,041 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 41021}
2025-10-01 19:40:55,755 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 41221}
2025-10-01 19:41:57,610 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 41421}
2025-10-01 19:42:57,991 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 41621}
2025-10-01 19:43:57,980 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 41821}
